Product_ID,Category,Size,Color,Price,Rating,Launch_Date,Trending_Score,Weather,Event_Type
PROD5653,Skirt,L,Green,2624010.98,3.0,2023-03-29,0.35,Sunny,Business Meeting
PROD1716,Shirt,M,Green,1038278.08,4.57,2023-12-31,0.29,Rainy,Vacation
PROD2650,Skirt,XXL,Green,295728.51,4.97,2021-10-10,0.21,Rainy,Business Meeting
PROD2751,Dress,M,Red,2048474.89,4.65,2020-10-08,0.23,Snowy,Sports Event
PROD1532,Suit,XL,Blue,871285.29,3.34,2024-04-01,0.09,Rainy,Business Meeting
PROD5756,Jacket,L,Yellow,2285086.7,3.38,2021-02-01,0.48,Cloudy,Business Meeting
PROD3405,Suit,XL,Blue,2048705.59,3.31,2024-10-17,0.62,Snowy,Wedding
PROD1801,Skirt,XXL,Green,1120389.79,3.4,2021-01-05,0.52,Sunny,Sports Event
PROD2805,Dress,M,Yellow,593074.86,3.28,2022-08-15,0.29,Cloudy,Wedding
PROD2779,Shirt,XXL,Yellow,753417.97,4.72,2020-11-05,0.41,Snowy,Business Meeting
PROD2019,Coat,L,White,2885207.86,3.76,2022-07-09,0.87,Rainy,Casual Hangout
PROD2790,Coat,XXL,White,2783876.58,3.9,2021-11-27,0.23,Snowy,Sports Event
PROD5707,Suit,XXL,Black,730961.83,4.93,2024-08-26,0.04,Rainy,Vacation
PROD5895,Dress,XXL,Green,355970.36,4.66,2021-11-08,0.92,Cloudy,Business Meeting
PROD4264,Suit,XL,Red,2612988.98,3.49,2023-02-13,0.92,Rainy,Sports Event
PROD1675,Coat,S,Yellow,2250966.38,4.95,2024-09-05,0.63,Sunny,Sports Event
PROD1314,Shirt,M,Blue,566558.67,3.37,2020-06-09,0.99,Rainy,Sports Event
PROD4615,Jacket,S,Yellow,1339459.47,4.79,2023-01-26,0.4,Cloudy,Sports Event
PROD3543,Dress,XXL,Blue,418765.5,3.08,2023-03-29,0.43,Cloudy,Casual Hangout
PROD2775,Coat,XXL,White,1560987.46,4.55,2020-05-22,0.19,Cloudy,Vacation
PROD4631,Jacket,M,Red,2828939.89,4.51,2021-12-09,0.46,Cloudy,Wedding
PROD3366,Jacket,S,White,731145.71,3.66,2023-10-31,0.96,Rainy,Vacation
PROD2473,Jacket,L,Blue,2862502.8,3.58,2023-01-14,0.38,Cloudy,Business Meeting
PROD5776,Skirt,S,Yellow,954394.38,4.39,2021-11-29,0.17,Cloudy,Business Meeting
PROD5999,Suit,S,Red,1153237.15,4.44,2024-07-19,0.04,Cloudy,Casual Hangout
PROD2978,Jacket,L,Green,2289265.18,4.07,2020-08-28,0.54,Sunny,Business Meeting
PROD3801,Shirt,S,Yellow,326746.13,3.48,2021-07-09,0.21,Snowy,Vacation
PROD5737,Suit,S,White,2369677.87,3.01,2022-08-13,0.85,Snowy,Vacation
PROD5501,Shirt,XXL,Blue,2483189.92,4.2,2024-07-29,0.46,Rainy,Casual Hangout
PROD3022,Suit,L,Green,2165304.64,3.13,2022-10-18,0.55,Cloudy,Business Meeting
PROD2656,Dress,M,Red,2535223.07,3.97,2021-03-02,0.11,Cloudy,Wedding
PROD2899,Coat,M,Red,346039.94,3.27,2022-09-08,0.43,Rainy,Vacation
PROD5856,Dress,S,Red,1616057.39,3.86,2021-04-13,0.81,Snowy,Wedding
PROD2951,Skirt,XL,Black,2469097.28,4.57,2021-03-11,0.59,Cloudy,Wedding
PROD4975,Dress,XL,Yellow,1666921.89,3.6,2024-07-09,0.79,Snowy,Business Meeting
PROD5251,Shirt,L,Yellow,2639258.32,3.54,2023-12-08,0.93,Sunny,Vacation
PROD1019,Skirt,XL,Yellow,635380.58,3.06,2024-06-30,0.92,Sunny,Casual Hangout
PROD5838,Dress,L,Green,1586003.68,4.38,2023-10-01,0.35,Snowy,Vacation
PROD3215,Dress,XL,Blue,2768985.37,4.59,2024-07-06,0.83,Rainy,Wedding
PROD1162,Jacket,XL,Black,1113343.53,3.65,2023-04-28,0.95,Snowy,Sports Event
PROD3049,Skirt,L,Green,1433626.43,3.69,2024-05-14,0.15,Cloudy,Sports Event
PROD4881,Shirt,L,Yellow,408899.41,4.36,2023-02-22,0.19,Snowy,Wedding
PROD4138,Dress,XXL,Blue,1128044.28,4.18,2024-07-18,0.16,Cloudy,Vacation
PROD1658,Dress,L,Green,2105875.75,4.93,2021-09-02,0.78,Sunny,Sports Event
PROD2253,Dress,M,Black,938982.2,4.45,2021-06-09,0.74,Cloudy,Business Meeting
PROD2877,Shirt,M,Blue,2016857.64,4.66,2021-10-06,0.97,Sunny,Wedding
PROD1055,Shirt,XXL,Blue,151904.98,4.8,2021-07-08,0.49,Sunny,Wedding
PROD3306,Coat,XXL,Blue,1065009.4,4.38,2024-10-27,0.34,Cloudy,Wedding
PROD2700,Skirt,XXL,Green,2034565.96,3.29,2021-11-30,0.86,Snowy,Sports Event
PROD4376,Dress,L,Blue,2516610.96,3.82,2021-12-28,0.68,Snowy,Sports Event
PROD2266,Jacket,M,Red,1982651.38,4.9,2023-01-12,0.37,Rainy,Casual Hangout
PROD2474,Coat,M,Red,2522967.58,3.18,2023-06-17,0.69,Sunny,Casual Hangout
PROD4603,Skirt,M,Yellow,1558193.18,3.97,2024-09-27,0.02,Sunny,Sports Event
PROD1407,Shirt,XXL,Blue,1294387.35,4.86,2022-12-29,0.57,Rainy,Vacation
PROD1505,Coat,XXL,White,232829.51,3.3,2022-05-09,0.8,Sunny,Sports Event
PROD3519,Coat,XL,Green,1719236.66,4.86,2020-12-14,0.63,Cloudy,Business Meeting
PROD4083,Dress,L,Red,2266359.06,3.52,2020-10-10,0.83,Rainy,Vacation
PROD3743,Skirt,XL,Yellow,1527463.32,3.58,2022-01-27,0.63,Rainy,Business Meeting
PROD5874,Suit,XXL,White,2112783.78,3.53,2020-11-20,0.16,Rainy,Casual Hangout
PROD2458,Suit,XL,Blue,303531.34,4.14,2022-10-25,0.18,Rainy,Business Meeting
PROD1998,Coat,XL,Green,1657906.15,3.64,2023-08-02,0.4,Rainy,Wedding
PROD3435,Shirt,S,Black,968742.35,3.76,2022-07-17,0.28,Snowy,Business Meeting
PROD4438,Suit,L,Yellow,636553.83,4.82,2022-09-12,0.86,Sunny,Vacation
PROD1461,Suit,S,Blue,2491525.09,4.15,2021-09-27,0.26,Sunny,Wedding
PROD3409,Suit,XL,Blue,266243.21,3.23,2023-12-26,0.91,Cloudy,Wedding
PROD3521,Skirt,L,Blue,1907181.35,3.9,2023-02-11,0.42,Rainy,Vacation
PROD3799,Suit,L,White,2968408.53,4.9,2024-08-21,0.68,Cloudy,Business Meeting
PROD3231,Dress,M,Yellow,2482240.35,4.08,2020-09-25,0.18,Rainy,Casual Hangout
PROD3775,Suit,XL,Green,745446.69,4.47,2023-04-16,0.06,Cloudy,Wedding
PROD4534,Skirt,XXL,Black,809522.53,4.94,2024-03-04,0.56,Snowy,Vacation
PROD1737,Skirt,M,Black,168961.58,4.81,2024-11-12,0.32,Snowy,Casual Hangout
PROD2874,Jacket,M,Blue,134340.88,4.43,2023-01-20,0.81,Rainy,Business Meeting
PROD4589,Suit,L,Yellow,1990043.78,4.45,2024-05-30,0.61,Rainy,Vacation
PROD1683,Dress,XXL,Red,2475369.77,4.48,2024-01-05,0.53,Snowy,Vacation
PROD4412,Dress,M,Green,2017124.75,4.6,2022-05-24,0.16,Sunny,Business Meeting
PROD3890,Suit,L,Blue,690990.46,3.31,2024-08-01,0.79,Sunny,Wedding
PROD4039,Jacket,XL,Blue,2197766.33,3.18,2022-03-11,0.45,Rainy,Sports Event
PROD1002,Shirt,XL,Red,1453904.09,3.88,2023-01-27,0.1,Snowy,Sports Event
PROD4022,Jacket,L,Blue,509994.91,4.14,2021-02-10,0.22,Sunny,Vacation
PROD2687,Suit,XXL,Yellow,1280250.91,3.07,2022-12-24,0.68,Cloudy,Casual Hangout
PROD2600,Suit,M,Black,2588944.02,3.04,2021-03-13,0.85,Cloudy,Vacation
PROD5428,Skirt,XL,White,2792576.74,4.68,2020-01-02,0.03,Snowy,Wedding
PROD3474,Skirt,S,Green,2086735.68,4.39,2020-05-28,0.44,Cloudy,Sports Event
PROD1725,Skirt,L,Black,2780882.27,3.02,2023-11-23,0.6,Sunny,Casual Hangout
PROD1113,Jacket,M,Green,2352835.22,3.99,2020-09-14,0.29,Rainy,Business Meeting
PROD1445,Suit,M,Black,2077828.42,3.58,2024-07-03,0.22,Sunny,Business Meeting
PROD4826,Dress,S,Green,2721396.58,3.02,2024-09-06,0.07,Rainy,Casual Hangout
PROD3832,Skirt,XXL,Green,2904073.45,3.47,2023-12-09,0.63,Rainy,Vacation
PROD2478,Coat,M,Red,1348839.77,3.99,2024-05-02,0.14,Snowy,Wedding
PROD3217,Shirt,L,White,995910.71,4.95,2022-02-18,0.24,Rainy,Vacation
PROD1203,Dress,M,Green,813380.87,4.31,2022-03-21,0.42,Sunny,Sports Event
PROD5391,Suit,XXL,Yellow,1879421.71,3.25,2022-12-17,0.58,Sunny,Wedding
PROD2582,Jacket,XL,Yellow,804588.43,4.77,2023-04-26,0.51,Cloudy,Vacation
PROD1841,Dress,XL,Green,2525642.79,3.06,2020-12-22,0.1,Rainy,Sports Event
PROD4300,Suit,XXL,Blue,2326220.59,3.17,2022-07-12,0.36,Sunny,Casual Hangout
PROD3532,Coat,M,Yellow,2940033.82,4.32,2023-04-16,0.39,Cloudy,Business Meeting
PROD1965,Skirt,XXL,Green,404728.09,4.5,2022-05-03,0.35,Sunny,Casual Hangout
PROD4297,Suit,XXL,Blue,306304.58,3.27,2020-05-13,0.77,Snowy,Vacation
PROD1021,Suit,S,Green,2535784.29,3.94,2021-01-31,0.37,Sunny,Sports Event
PROD1527,Suit,XXL,Green,2966392.43,4.45,2023-10-02,0.51,Sunny,Sports Event
PROD4652,Jacket,XXL,Black,1033649.53,3.34,2020-11-23,0.36,Snowy,Wedding
PROD2131,Dress,S,Green,564938.2,3.6,2023-01-30,0.56,Rainy,Vacation
PROD2330,Jacket,XL,Blue,199000.68,3.84,2024-08-04,0.16,Cloudy,Vacation
PROD5183,Shirt,S,Red,900789.93,4.11,2024-02-11,0.58,Cloudy,Vacation
PROD3906,Skirt,L,Black,936243.92,4.38,2022-12-28,0.84,Sunny,Wedding
PROD5547,Shirt,S,Black,799726.53,4.81,2020-10-25,0.51,Rainy,Wedding
PROD3531,Suit,XXL,Yellow,2532579.79,3.76,2020-10-04,0.21,Rainy,Wedding
PROD5294,Skirt,XL,Black,2143499.0,3.62,2024-04-26,0.18,Rainy,Business Meeting
PROD5529,Coat,M,Blue,1561612.7,4.55,2024-06-08,0.09,Sunny,Casual Hangout
PROD2489,Jacket,XL,Red,1950654.68,3.36,2020-05-12,0.93,Cloudy,Wedding
PROD1783,Coat,L,Red,1438166.11,3.28,2021-10-01,0.23,Cloudy,Business Meeting
PROD3958,Shirt,M,Blue,1743305.62,4.33,2024-04-19,0.79,Rainy,Sports Event
PROD5909,Shirt,M,Red,1121118.28,3.53,2023-11-22,0.42,Sunny,Business Meeting
PROD5613,Coat,XL,Blue,1383169.1,3.73,2024-03-18,0.67,Rainy,Sports Event
PROD4545,Skirt,M,Red,2996560.1,3.04,2023-12-31,0.64,Snowy,Business Meeting
PROD3678,Dress,L,White,2841732.54,4.78,2024-09-18,0.52,Sunny,Wedding
PROD1964,Coat,L,Red,2773415.4,3.31,2021-02-01,0.59,Cloudy,Vacation
PROD1867,Shirt,XXL,Blue,2280886.16,4.96,2020-11-23,0.87,Snowy,Vacation
PROD5523,Jacket,XL,Green,2690958.49,3.49,2021-12-04,0.45,Cloudy,Casual Hangout
PROD5616,Jacket,XL,Black,2974571.02,4.18,2021-02-24,0.99,Rainy,Sports Event
PROD4258,Skirt,L,Yellow,1533429.83,4.08,2023-03-28,0.82,Cloudy,Casual Hangout
PROD3367,Jacket,XXL,White,429187.42,3.91,2022-12-09,0.97,Snowy,Vacation
PROD2084,Suit,S,White,1196069.11,4.65,2023-11-29,0.27,Sunny,Business Meeting
PROD5956,Skirt,L,White,2137064.15,3.48,2022-08-04,0.84,Rainy,Sports Event
PROD5369,Coat,M,Yellow,329991.63,4.21,2020-12-26,0.39,Cloudy,Casual Hangout
PROD3582,Skirt,M,Green,2346622.86,3.09,2020-04-17,0.3,Snowy,Vacation
PROD4252,Coat,L,Red,468480.21,4.43,2021-01-08,0.5,Sunny,Vacation
PROD4171,Coat,M,Yellow,2307045.61,4.22,2023-03-04,0.2,Rainy,Business Meeting
PROD5169,Dress,XL,Blue,170137.28,4.39,2022-08-28,0.64,Snowy,Wedding
PROD3816,Skirt,L,White,147938.12,4.62,2022-02-03,0.26,Snowy,Vacation
PROD4770,Coat,M,Yellow,2651187.06,4.27,2022-08-20,0.02,Cloudy,Sports Event
PROD1494,Jacket,L,Yellow,1508657.14,3.98,2022-09-13,0.11,Sunny,Sports Event
PROD1364,Skirt,M,Blue,2957665.63,3.61,2020-11-21,0.05,Cloudy,Wedding
PROD3115,Shirt,XXL,Black,487529.44,4.67,2020-02-04,0.18,Sunny,Casual Hangout
PROD3623,Jacket,XXL,Red,2324967.1,4.31,2021-10-21,0.99,Snowy,Business Meeting
PROD5871,Dress,XXL,Red,800244.51,3.77,2022-09-05,0.03,Snowy,Business Meeting
PROD2680,Dress,S,Green,1767680.37,4.48,2020-12-30,0.54,Cloudy,Vacation
PROD3226,Skirt,XL,Red,2803104.38,4.63,2021-07-11,0.83,Snowy,Wedding
PROD4566,Jacket,XL,Green,121604.96,3.94,2023-03-27,0.39,Rainy,Wedding
PROD4636,Jacket,M,Green,2000256.73,3.03,2022-08-16,0.09,Cloudy,Sports Event
PROD2007,Jacket,L,Green,1263083.48,3.9,2020-11-09,0.3,Rainy,Casual Hangout
PROD2354,Suit,S,Blue,1361407.82,4.17,2020-01-24,0.1,Rainy,Sports Event
PROD3723,Skirt,S,Black,981387.22,4.56,2021-06-24,0.98,Cloudy,Casual Hangout
PROD4009,Suit,L,White,758952.31,4.02,2023-06-23,0.6,Rainy,Wedding
PROD3705,Skirt,S,Yellow,165414.47,4.05,2022-12-22,0.44,Sunny,Wedding
PROD3220,Shirt,XXL,Yellow,1443252.83,3.96,2023-08-25,0.95,Rainy,Sports Event
PROD5218,Coat,L,Black,500740.98,4.93,2022-07-07,0.82,Snowy,Casual Hangout
PROD3964,Skirt,L,Yellow,783799.05,4.51,2021-03-23,0.42,Sunny,Wedding
PROD1722,Dress,XXL,White,576892.19,3.44,2022-08-12,0.68,Cloudy,Wedding
PROD3104,Dress,XL,Blue,2176125.43,4.68,2021-02-06,0.69,Snowy,Business Meeting
PROD5533,Skirt,XXL,Black,2227837.8,4.56,2024-11-04,0.4,Rainy,Wedding
PROD3398,Suit,XXL,Green,1573439.09,3.2,2022-08-13,0.63,Rainy,Wedding
PROD3075,Coat,L,Red,353645.75,3.01,2024-03-20,0.82,Rainy,Sports Event
PROD2224,Suit,L,Red,2886027.43,3.26,2023-04-05,0.7,Rainy,Vacation
PROD4782,Dress,S,White,1976754.18,4.97,2021-01-17,0.31,Rainy,Wedding
PROD5717,Dress,S,Blue,395983.54,3.82,2020-07-24,0.21,Snowy,Casual Hangout
PROD1847,Shirt,XXL,Blue,2853633.64,4.76,2021-07-13,0.67,Cloudy,Wedding
PROD4844,Jacket,M,White,284286.47,4.05,2023-01-25,0.62,Rainy,Business Meeting
PROD5066,Dress,M,Black,582845.66,3.21,2021-03-21,0.05,Sunny,Sports Event
PROD3030,Jacket,S,Green,1965564.37,3.99,2023-12-28,0.2,Cloudy,Vacation
PROD2571,Skirt,XL,Black,2997348.49,4.96,2024-03-19,0.33,Sunny,Casual Hangout
PROD1275,Skirt,XXL,Red,2595488.77,3.68,2021-02-01,0.88,Rainy,Vacation
PROD5343,Dress,XL,Black,2948513.56,4.05,2020-10-05,0.01,Rainy,Sports Event
PROD3840,Shirt,S,Red,1942063.46,3.29,2024-09-18,0.23,Snowy,Vacation
PROD1039,Dress,M,Green,1943386.64,3.31,2020-09-19,0.05,Sunny,Casual Hangout
PROD3253,Jacket,L,Blue,822081.71,4.47,2022-03-11,0.24,Cloudy,Wedding
PROD5670,Jacket,L,Yellow,1785291.72,4.45,2023-06-23,0.71,Snowy,Wedding
PROD2041,Coat,XL,Black,2074797.73,4.13,2023-02-11,0.38,Sunny,Wedding
PROD3141,Dress,L,Black,2759970.63,4.98,2022-11-04,0.07,Snowy,Vacation
PROD4639,Dress,L,Blue,2165463.63,4.5,2023-07-19,0.17,Sunny,Sports Event
PROD1548,Suit,M,White,1537706.31,4.01,2022-09-13,0.27,Snowy,Casual Hangout
PROD2471,Coat,M,White,910828.09,4.22,2021-04-23,0.88,Rainy,Casual Hangout
PROD1726,Suit,XXL,White,2367173.28,3.65,2020-06-15,0.06,Cloudy,Casual Hangout
PROD4934,Skirt,S,White,1642012.53,4.8,2022-07-10,0.78,Sunny,Wedding
PROD4908,Shirt,M,Blue,307521.91,3.6,2020-10-12,0.92,Snowy,Wedding
PROD3108,Dress,M,Black,2077363.82,3.97,2020-10-23,0.57,Cloudy,Wedding
PROD2363,Jacket,XL,Green,1746047.23,4.35,2022-11-23,0.39,Snowy,Wedding
PROD5268,Shirt,XL,Blue,623351.95,3.2,2022-03-07,0.44,Rainy,Casual Hangout
PROD2394,Skirt,XL,White,2745159.3,3.3,2024-11-04,0.89,Snowy,Casual Hangout
PROD1326,Skirt,L,Yellow,2388822.93,3.66,2022-05-14,0.89,Rainy,Sports Event
PROD5004,Coat,XXL,Green,1288237.23,3.72,2020-06-28,0.95,Rainy,Business Meeting
PROD3088,Shirt,XL,Green,533403.92,4.76,2024-09-14,0.99,Sunny,Casual Hangout
PROD4250,Dress,L,Green,2643221.07,4.7,2021-02-04,0.79,Rainy,Sports Event
PROD5200,Coat,M,Black,390612.6,4.64,2022-05-01,0.96,Sunny,Vacation
PROD3360,Suit,S,Red,589447.16,4.9,2024-11-11,0.68,Snowy,Wedding
PROD1550,Jacket,XXL,Black,1750450.05,4.31,2022-04-13,0.97,Snowy,Sports Event
PROD4698,Shirt,XL,White,736749.86,3.01,2022-04-22,0.76,Cloudy,Sports Event
PROD4116,Dress,M,Green,1308552.06,4.71,2020-01-09,0.5,Rainy,Sports Event
PROD2514,Shirt,XXL,White,1888221.04,4.13,2023-01-10,0.3,Snowy,Vacation
PROD5537,Skirt,L,Blue,1028576.81,3.91,2020-11-08,0.49,Rainy,Business Meeting
PROD3489,Skirt,XL,Blue,2142876.18,3.08,2024-09-26,1.0,Snowy,Wedding
PROD1760,Suit,S,Black,2858317.58,4.35,2023-01-23,0.68,Snowy,Vacation
PROD1495,Coat,S,Red,1344910.03,3.12,2023-03-09,0.72,Snowy,Business Meeting
PROD5311,Shirt,S,White,1403781.92,4.52,2023-02-12,0.98,Cloudy,Vacation
PROD3233,Dress,XL,White,2924710.32,3.81,2022-10-14,0.21,Sunny,Sports Event
PROD3910,Coat,XXL,Black,622367.46,4.04,2023-09-17,0.79,Snowy,Business Meeting
PROD1308,Jacket,XXL,Black,1974270.0,3.33,2021-04-22,0.89,Sunny,Wedding
PROD3625,Coat,XL,Green,182667.02,3.51,2024-09-22,0.47,Cloudy,Vacation
PROD3982,Suit,XXL,Green,767868.6,4.74,2020-04-23,0.13,Rainy,Wedding
PROD1849,Suit,S,Red,2762860.02,3.09,2020-07-17,0.2,Snowy,Vacation
PROD3350,Skirt,M,Green,1818480.12,3.55,2021-11-23,0.03,Snowy,Casual Hangout
PROD5801,Shirt,XXL,Black,1503327.02,3.12,2022-12-28,0.5,Rainy,Business Meeting
PROD2569,Skirt,XL,White,2098458.03,4.26,2022-11-25,0.69,Sunny,Casual Hangout
PROD1374,Coat,XL,White,2665619.69,3.64,2023-04-14,0.02,Rainy,Casual Hangout
PROD2154,Coat,M,Green,454311.02,3.03,2024-06-02,0.13,Snowy,Casual Hangout
PROD1017,Dress,XXL,White,1065032.65,3.18,2020-06-24,0.18,Rainy,Vacation
PROD5926,Shirt,XXL,Red,1065686.19,3.46,2021-03-16,0.93,Sunny,Sports Event
PROD3737,Shirt,M,White,1566315.8,3.21,2020-10-01,0.53,Cloudy,Casual Hangout
PROD2963,Skirt,XL,White,1484535.11,4.57,2020-03-26,0.31,Cloudy,Business Meeting
PROD1204,Jacket,L,Black,935018.39,4.69,2022-12-14,0.89,Cloudy,Business Meeting
PROD3703,Coat,M,Blue,2289779.34,3.5,2023-10-27,0.08,Snowy,Vacation
PROD5131,Shirt,XL,Blue,1189459.13,4.39,2023-06-24,0.72,Cloudy,Sports Event
PROD4633,Jacket,XXL,Blue,1124107.19,4.75,2022-11-18,0.9,Sunny,Vacation
PROD4271,Coat,S,White,2697201.87,4.71,2022-05-31,0.56,Cloudy,Wedding
PROD3371,Dress,XXL,Blue,2147748.11,4.79,2020-03-07,0.5,Cloudy,Business Meeting
PROD5606,Skirt,L,Blue,1974708.94,4.94,2020-05-08,0.84,Rainy,Vacation
PROD2629,Coat,S,Yellow,518033.53,4.4,2020-02-18,0.35,Rainy,Sports Event
PROD1443,Shirt,L,Blue,1849982.7,4.38,2024-06-20,0.7,Rainy,Casual Hangout
PROD5319,Suit,XXL,Black,2398138.34,3.85,2023-08-28,0.02,Snowy,Sports Event
PROD5567,Skirt,L,Blue,129518.66,3.5,2022-03-24,0.32,Sunny,Wedding
PROD5743,Dress,M,Red,697623.48,3.41,2024-10-04,0.52,Rainy,Sports Event
PROD3124,Skirt,XXL,Yellow,510022.05,3.74,2023-11-15,0.54,Rainy,Vacation
PROD4756,Jacket,L,Red,1043272.2,3.8,2023-05-08,0.54,Cloudy,Sports Event
PROD3975,Coat,S,Black,1339949.51,3.18,2022-07-08,0.85,Sunny,Wedding
PROD1186,Dress,L,Blue,1220945.91,4.64,2024-01-06,0.4,Cloudy,Wedding
PROD2716,Suit,S,Black,1616480.8,4.07,2024-02-23,0.2,Snowy,Sports Event
PROD2352,Jacket,XXL,White,163280.62,3.9,2022-04-27,1.0,Cloudy,Business Meeting
PROD4594,Skirt,M,Blue,2589387.74,4.27,2024-01-21,0.9,Snowy,Vacation
PROD5882,Suit,L,Red,2851950.45,4.14,2022-07-30,0.59,Sunny,Casual Hangout
PROD5266,Suit,M,Black,2614316.46,3.38,2021-05-30,0.04,Rainy,Sports Event
PROD3098,Shirt,S,White,1272645.24,4.4,2022-07-18,0.85,Snowy,Casual Hangout
PROD1545,Suit,L,White,1060302.02,4.06,2020-12-01,0.05,Sunny,Wedding
PROD5333,Suit,L,Yellow,2677670.4,3.72,2024-09-14,0.25,Snowy,Sports Event
PROD4182,Suit,S,Green,1769281.95,3.14,2024-03-27,0.58,Snowy,Business Meeting
PROD2946,Shirt,S,Blue,2481816.06,4.95,2020-09-20,0.64,Rainy,Wedding
PROD1426,Suit,XL,Yellow,1751605.32,3.64,2023-07-22,0.89,Snowy,Vacation
PROD4086,Dress,L,Blue,2567483.33,4.19,2024-01-09,0.46,Snowy,Vacation
PROD5256,Shirt,S,White,2991102.27,3.17,2024-01-02,0.42,Snowy,Casual Hangout
PROD2754,Coat,M,Green,2511316.75,4.53,2020-11-24,0.46,Cloudy,Business Meeting
PROD4331,Skirt,S,Yellow,723730.85,4.01,2021-06-13,0.35,Rainy,Casual Hangout
PROD1844,Shirt,XL,Blue,1473259.83,3.06,2023-01-19,0.42,Rainy,Wedding
PROD3720,Dress,XL,Blue,2829514.82,3.23,2023-08-23,0.7,Cloudy,Vacation
PROD4670,Skirt,M,Black,1506679.0,4.12,2024-07-08,0.01,Sunny,Wedding
PROD4768,Shirt,XL,Red,1482051.58,4.27,2020-07-19,0.66,Sunny,Casual Hangout
PROD4852,Coat,XL,Black,1138279.92,3.22,2022-06-12,0.53,Sunny,Casual Hangout
PROD2472,Coat,M,Black,2025442.93,3.86,2021-04-30,0.23,Rainy,Casual Hangout
PROD5510,Suit,S,Green,870739.24,4.61,2021-12-29,0.94,Snowy,Casual Hangout
PROD3349,Coat,L,White,1122223.85,4.14,2023-04-30,0.11,Cloudy,Sports Event
PROD1685,Dress,XL,White,2828542.1,4.39,2021-01-13,0.1,Cloudy,Wedding
PROD5267,Suit,S,Black,1645041.75,3.98,2023-07-10,0.93,Cloudy,Sports Event
PROD2270,Suit,L,Yellow,2279339.67,4.72,2024-07-14,0.2,Rainy,Business Meeting
PROD2573,Shirt,M,Red,1844813.29,4.71,2023-12-04,0.53,Snowy,Wedding
PROD3351,Shirt,XXL,Green,281431.24,4.28,2020-07-23,0.05,Cloudy,Sports Event
PROD2521,Jacket,XL,Black,1423999.55,3.21,2024-01-11,0.19,Sunny,Business Meeting
PROD1090,Shirt,L,Red,1158619.05,3.46,2023-03-07,0.31,Snowy,Wedding
PROD1766,Coat,L,Blue,1834466.37,4.35,2021-06-26,0.86,Cloudy,Sports Event
PROD5167,Suit,XL,White,1648685.98,4.89,2020-04-16,0.81,Cloudy,Business Meeting
PROD3963,Coat,XL,Blue,2458834.99,4.8,2020-06-12,0.02,Cloudy,Sports Event
PROD1789,Suit,S,Blue,2394166.89,4.9,2024-06-15,0.93,Snowy,Vacation
PROD3804,Coat,XXL,Red,2014702.5,4.65,2021-06-05,0.96,Cloudy,Business Meeting
PROD4002,Skirt,S,White,992424.13,3.53,2023-01-22,0.65,Cloudy,Wedding
PROD3056,Shirt,S,White,2987662.25,3.26,2021-05-11,0.42,Snowy,Sports Event
PROD5012,Jacket,XXL,Green,2210400.31,3.31,2021-06-23,0.72,Snowy,Wedding
PROD5736,Coat,XXL,Red,867119.2,4.82,2020-03-28,0.61,Sunny,Casual Hangout
PROD4064,Skirt,XXL,Red,2870558.02,4.73,2024-02-04,0.4,Cloudy,Business Meeting
PROD2547,Coat,M,Green,2474709.62,4.84,2024-10-29,0.35,Cloudy,Vacation
PROD2108,Suit,XL,Blue,1377166.53,4.26,2024-09-28,1.0,Sunny,Sports Event
PROD5644,Suit,M,Black,1519981.27,3.43,2020-10-07,0.34,Sunny,Casual Hangout
PROD3465,Coat,M,Green,1666092.84,3.91,2023-08-08,0.07,Sunny,Casual Hangout
PROD5994,Suit,L,Yellow,1770343.83,3.24,2024-04-06,0.93,Cloudy,Sports Event
PROD5030,Jacket,L,White,2462773.21,4.52,2022-11-30,0.28,Snowy,Casual Hangout
PROD5226,Shirt,S,Red,1322584.6,4.81,2023-08-26,0.11,Cloudy,Business Meeting
PROD3460,Shirt,M,Black,2724328.13,4.83,2023-12-19,0.59,Snowy,Wedding
PROD3786,Shirt,L,Green,611181.5,3.78,2022-03-28,0.9,Snowy,Casual Hangout
PROD1590,Jacket,L,Red,2052196.17,3.82,2024-11-13,0.93,Snowy,Vacation
PROD2399,Coat,M,Green,1526777.15,3.47,2021-09-12,0.67,Rainy,Business Meeting
PROD2771,Coat,M,Black,2648969.96,3.78,2020-12-22,0.53,Snowy,Wedding
PROD3472,Shirt,XXL,Black,2664591.51,4.93,2022-09-17,0.86,Cloudy,Business Meeting
PROD5186,Dress,XL,Yellow,1131071.68,4.39,2023-02-25,0.58,Rainy,Sports Event
PROD4683,Coat,XL,Red,1100058.44,3.56,2022-04-24,0.05,Cloudy,Business Meeting
PROD1491,Jacket,M,White,2543854.77,3.98,2022-08-29,0.56,Cloudy,Wedding
PROD3036,Dress,XL,Blue,1743703.03,4.76,2020-09-30,0.41,Cloudy,Casual Hangout
PROD2579,Dress,L,Blue,429539.7,4.03,2021-11-13,0.42,Snowy,Business Meeting
PROD4407,Coat,L,Green,737812.66,3.83,2021-12-03,0.03,Snowy,Wedding
PROD5726,Skirt,XXL,White,1073136.76,4.68,2020-02-19,0.25,Snowy,Business Meeting
PROD2153,Coat,S,Red,1418024.18,3.72,2020-03-18,0.3,Rainy,Business Meeting
PROD4717,Skirt,S,Yellow,161178.15,4.74,2023-08-04,0.45,Cloudy,Vacation
